Date,Operator,Route,Direction,Stop Name,Stop ID,Boardings,Alightings
1/03/2026,Surfside Buslines,700,North,Ada Bell Way at Broadwater Parklands station,319471,0,1
1/03/2026,Surfside Buslines,700,South,Bermuda St at Lake Orr,300597,0,1
1/03/2026,Surfside Buslines,700,North,Bond University,319718,0,1
1/03/2026,Surfside Buslines,700,North,Broadbeach North station,300011,9,0
1/03/2026,Surfside Buslines,700,South,Broadbeach North station,300012,2,0
1/03/2026,Surfside Buslines,700,North,Broadbeach South,600801,0,3
1/03/2026,Surfside Buslines,700,North,Broadbeach South station,320864,58,1113
1/03/2026,Surfside Buslines,700,South,"Broadbeach South station, stop A",320860,1395,43
1/03/2026,Surfside Buslines,700,North,"Broadbeach South station, stop A",320860,0,2
1/03/2026,Surfside Buslines,700,North,"Broadbeach South station, stop C",320862,8,17
1/03/2026,Surfside Buslines,700,North,"Broadbeach South station, stop D",320863,0,7
1/03/2026,Surfside Buslines,700,South,Burleigh Heads National Park,300177,6,33
1/03/2026,Surfside Buslines,700,North,Burleigh Heads National Park,300178,69,11
1/03/2026,Surfside Buslines,700,South,Burleigh Heads Primary School,300017,0,1
1/03/2026,Surfside Buslines,700,North,Burleigh Heads Primary School,300017,116,9
1/03/2026,Surfside Buslines,700,South,Cahill Street,300007,12,17
1/03/2026,Surfside Buslines,700,South,Christine Avenue,300365,1,3
1/03/2026,Surfside Buslines,700,South,Christine Avenue CLOSED until April 2026,300365,1,3
1/03/2026,Surfside Buslines,700,South,Coolangatta Central,300217,0,1
1/03/2026,Surfside Buslines,700,North,Coolangatta Central,300217,203,11
1/03/2026,Surfside Buslines,700,South,Coolangatta Central,300218,24,75
1/03/2026,Surfside Buslines,700,North,Cottesloe Dr near University Dr,301274,0,1
1/03/2026,Surfside Buslines,700,North,Crescent Avenue,300335,22,45
1/03/2026,Surfside Buslines,700,North,Currumbin Wildlife Sanctuary,300024,127,17
1/03/2026,Surfside Buslines,700,South,Currumbin Wildlife Sanctuary,300024,0,1
1/03/2026,Surfside Buslines,700,South,Currumbin Wildlife Sanctuary,300248,17,125
1/03/2026,Surfside Buslines,700,North,"GCUH, platform 3",318946,0,3
1/03/2026,Surfside Buslines,700,South,"GCUH, platform 4",318945,12,0
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Anzac Parade,300180,64,19
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Anzac Parade,300179,21,43
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Burleigh Heads,321299,0,1
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Burleigh Heads,321299,418,143
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Burleigh Heads,300018,123,333
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Cronulla Av,300336,0,1
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Currumbin Hill,300243,14,6
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Currumbin Hill,300242,6,21
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Eighth Avenue,300414,0,1
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Eighth Avenue,300428,7,23
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Eighth Avenue,300414,28,15
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Fifteenth Avenue,300426,13,16
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Fifteenth Avenue,300416,14,16
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Florida Gardens station,319466,1,0
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Fourth Avenue,300412,39,27
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Hythe Street,318628,12,5
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Hythe Street,300368,5,9
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Miami Hotel,300360,0,2
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Miami Hotel,300360,150,45
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Miami Hotel,300364,59,136
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Palm Beach Police Station,300431,25,20
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Palm Beach Police Station,300411,34,16
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at RACQ,300361,66,22
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Santa Monica Road,300366,46,122
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Santa Monica Road,300362,130,58
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Tallebudgera Tourist Park,300421,28,42
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Tallebudgera Tourist Park,300434,41,8
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Tenth Avenue,300415,12,3
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Third Avenue,300174,2,2
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Thirteenth Avenue,300427,9,6
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Thrower Drive,300432,11,13
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Thrower Drive,300433,18,12
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Twenty Fifth Avenue,300423,13,15
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Twenty Fifth Avenue,300419,14,11
1/03/2026,Surfside Buslines,700,South,Gold Coast Hwy at Twenty First Avenue,300424,13,9
1/03/2026,Surfside Buslines,700,North,Gold Coast Hwy at Twenty First Avenue,300418,16,8
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at Archer Street,300130,13,8
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at Bilinga Beach,300124,12,4
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at Bilinga Beach,300132,3,12
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at Bilinga Beach SLSC,300127,10,3
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at Bilinga Beach SLSC,300125,9,9
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at George Street,300129,30,13
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at George Street,300122,13,19
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at North Kirra Beach,300131,15,18
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at North Kirra Beach,300120,15,17
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at Shell Street,300580,13,7
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at Shell Street,300581,5,9
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at Short Street,300578,21,7
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at Short Street,300126,9,11
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at Tugun Beach shops,300584,0,1
1/03/2026,Surfside Buslines,700,South,Golden Four Dr at Tugun Beach shops,300584,40,35
1/03/2026,Surfside Buslines,700,North,Golden Four Dr at Tugun Beach shops,300585,66,43
1/03/2026,Surfside Buslines,700,North,Golden Four Drive at St Monica's Catholic Church,300586,35,5
1/03/2026,Surfside Buslines,700,South,Golden Four Drive at St Monica's Catholic Church,300583,18,30
1/03/2026,Surfside Buslines,700,North,Griffith St at Coolangatta East,300219,0,1
1/03/2026,Surfside Buslines,700,North,Griffith St at Coolangatta East,300216,60,5
1/03/2026,Surfside Buslines,700,South,Griffith St at Coolangatta East,300219,14,112
1/03/2026,Surfside Buslines,700,North,"Griffith University, platform 3",318944,0,1
1/03/2026,Surfside Buslines,700,North,Johnston Street,300006,30,19
1/03/2026,Surfside Buslines,700,North,Lake St near Central Park Dr,301450,0,1
1/03/2026,Surfside Buslines,700,North,Marine Pde at Kirra Beach,300220,21,4
1/03/2026,Surfside Buslines,700,South,Marine Pde at Kirra Beach,300222,28,36
1/03/2026,Surfside Buslines,700,North,Marine Pde at Kirra Beach Hotel,300221,66,16
1/03/2026,Surfside Buslines,700,South,Marine Pde at Kirra Beach Hotel,300221,0,1
1/03/2026,Surfside Buslines,700,South,McLean St at Queen Elizabeth Park,300223,6,77
1/03/2026,Surfside Buslines,700,South,Mermaid Park,300337,75,34
1/03/2026,Surfside Buslines,700,South,Musgrave St at Coyne Street,300226,32,14
1/03/2026,Surfside Buslines,700,North,Musgrave St at Coyne Street,300225,34,25
1/03/2026,Surfside Buslines,700,North,Musgrave St at Kirra shops,300224,51,20
1/03/2026,Surfside Buslines,700,South,Musgrave St at Kirra shops,300227,38,50
1/03/2026,Surfside Buslines,700,South,Musgrave St at Kirra shops,300224,0,1
1/03/2026,Surfside Buslines,700,North,Nerang Broadbeach Rd at Rawle Court,300345,0,2
1/03/2026,Surfside Buslines,700,South,Nineteenth Avenue,300425,53,28
1/03/2026,Surfside Buslines,700,North,Nineteenth Avenue,300417,19,31
1/03/2026,Surfside Buslines,700,North,Nobby Beach shops,300340,0,1
1/03/2026,Surfside Buslines,700,South,Nobby Beach shops,300340,87,135
1/03/2026,Surfside Buslines,700,North,Nobby Beach shops,300330,10,6
1/03/2026,Surfside Buslines,700,North,Old Burleigh Rd at Kurrawa SLSC,319669,0,1
1/03/2026,Surfside Buslines,700,North,"Pacific Fair, stop A",319970,0,2
1/03/2026,Surfside Buslines,700,South,Palm Beach,300429,42,77
1/03/2026,Surfside Buslines,700,North,Palm Beach,300413,66,25
1/03/2026,Surfside Buslines,700,North,Queen Street station (Southport),319474,0,3
1/03/2026,Surfside Buslines,700,South,Queen Street station (Southport),319473,1,0
1/03/2026,Surfside Buslines,700,North,Remembrance Dr at Markwell Avenue,300559,0,2
1/03/2026,Surfside Buslines,700,South,Remembrance Dr at Markwell Avenue,300556,1,0
1/03/2026,Surfside Buslines,700,North,Remembrance Drive at Surfers Paradise Bvd,300558,0,1
1/03/2026,Surfside Buslines,700,North,Rio Vista Bvd near Cottesloe Dr,300978,0,1
1/03/2026,Surfside Buslines,700,North,Robina Town Centre,300041,0,2
1/03/2026,Surfside Buslines,700,North,Robina station,320926,0,6
1/03/2026,Surfside Buslines,700,North,Sea World,300030,0,3
1/03/2026,Surfside Buslines,700,North,Seaworld Dr at Mariners Cove,300325,0,1
1/03/2026,Surfside Buslines,700,North,Seaworld Dr at Southport Yacht Club,300324,0,1
1/03/2026,Surfside Buslines,700,South,Second Avenue,300175,0,1
1/03/2026,Surfside Buslines,700,South,Southport Medical Precinct,300502,0,1
1/03/2026,Surfside Buslines,700,South,"Southport bus station, stop A",320927,8,0
1/03/2026,Surfside Buslines,700,North,"Southport bus station, stop B",320928,0,2
1/03/2026,Surfside Buslines,700,North,Surf Pde at Broadbeach Mall,319663,0,1
1/03/2026,Surfside Buslines,700,South,Surfers Paradise,300050,0,1
1/03/2026,Surfside Buslines,700,North,Surfers Paradise,300050,6,5
1/03/2026,Surfside Buslines,700,South,Surfers Paradise,300049,3,5
1/03/2026,Surfside Buslines,700,North,Surfers Paradise (bus),300050,4,5
1/03/2026,Surfside Buslines,700,South,Surfers Paradise (bus),300049,1,5
1/03/2026,Surfside Buslines,700,South,Tamborine Street,300332,0,1
1/03/2026,Surfside Buslines,700,South,Tamborine Street,300344,55,78
1/03/2026,Surfside Buslines,700,North,Tamborine Street,300332,43,54
1/03/2026,Surfside Buslines,700,South,Teemangum St at Kropp Park,300589,5,14
1/03/2026,Surfside Buslines,700,North,Teemangum St at Kropp Park,300590,8,3
1/03/2026,Surfside Buslines,700,North,"The Pines Shopping Centre, stop B",320932,0,1
1/03/2026,Surfside Buslines,700,North,Tweed St at George St,300183,2,8
1/03/2026,Surfside Buslines,700,North,Tweed St at George St (night closures 8th Feb-2nd Mar),300183,12,8
1/03/2026,Surfside Buslines,700,South,Tweed St at George Street,300182,30,29
1/03/2026,Surfside Buslines,700,South,Twenty Seventh Avenue,300422,31,22
1/03/2026,Surfside Buslines,700,North,Twenty Seventh Avenue,300420,25,21
1/03/2026,Surfside Buslines,700,North,Twin Towns Services Club,300052,101,5
1/03/2026,Surfside Buslines,700,North,Unknown,,8,0
1/03/2026,Surfside Buslines,700,South,Varsity Lakes,600247,0,1
1/03/2026,Surfside Buslines,700,North,Varsity Lakes station,300051,0,1
1/03/2026,Surfside Buslines,700,North,Varsity Pde at Lakefront Crescent,301460,0,1
1/03/2026,Surfside Buslines,700,North,Wharf St at Tweed Heads,300002,137,2
1/03/2026,Surfside Buslines,700,South,Wharf St at Tweed Heads,300002,0,2
1/03/2026,Surfside Buslines,700,South,Wharf St at Tweed Mall,300003,6,101
1/03/2026,Surfside Buslines,700,South,,,0,436
1/03/2026,Surfside Buslines,700,North,,,0,506
1/03/2026,Surfside Buslines,753,South,Bond University,319718,9,5
1/03/2026,Surfside Buslines,753,North,Bond University,319719,17,5
1/03/2026,Surfside Buslines,753,North,Broadbeach South station,320865,5,15
1/03/2026,Surfside Buslines,753,North,"Broadbeach South station, stop A",320860,0,3
1/03/2026,Surfside Buslines,753,South,"Broadbeach South station, stop D",320863,25,0
1/03/2026,Surfside Buslines,753,North,Classic Way at Treetops Plaza,300197,7,7
1/03/2026,Surfside Buslines,753,South,Classic Way at Treetops Plaza,319288,6,13
1/03/2026,Surfside Buslines,753,South,Gold Coast Hwy at Burleigh Heads,300018,2,27
1/03/2026,Surfside Buslines,753,South,Gold Coast Hwy at Burleigh Heads,321299,0,1
1/03/2026,Surfside Buslines,753,North,Gold Coast Hwy at Burleigh Heads,321299,16,1
1/03/2026,Surfside Buslines,753,North,Manly Dr near Pipers Pt,301288,0,4
1/03/2026,Surfside Buslines,753,South,Manly Dr near Pipers Pt,301286,1,0
1/03/2026,Surfside Buslines,753,North,Markeri St at Ron Penhaligon Way,300734,3,1
1/03/2026,Surfside Buslines,753,North,Markeri St near Allandale Ent,300956,4,1
1/03/2026,Surfside Buslines,753,South,Markeri St near Drayton Tce,300963,2,1
1/03/2026,Surfside Buslines,753,South,Markeri St near Orpheus Rd,300961,0,4
1/03/2026,Surfside Buslines,753,South,Marymount Catholic College,300198,1,0
1/03/2026,Surfside Buslines,753,North,Nerang Broadbeach Rd at Rawle Court,300154,0,2
1/03/2026,Surfside Buslines,753,South,"Pacific Fair, stop A",319970,27,1
1/03/2026,Surfside Buslines,753,North,"Pacific Fair, stop B",319971,0,17
1/03/2026,Surfside Buslines,753,South,Pyrmont St near Cottesloe Dr,301291,2,3
1/03/2026,Surfside Buslines,753,North,Pyrmont St near Cottesloe Dr,301292,1,0
1/03/2026,Surfside Buslines,753,North,Reedy Creek Rd at Ambassador Drive,302264,4,1
1/03/2026,Surfside Buslines,753,South,Reedy Creek Rd at Ambassador Drive,300604,1,7
1/03/2026,Surfside Buslines,753,South,Rio Vista Bvd near Dunlop Ct,300969,1,0
1/03/2026,Surfside Buslines,753,South,Ron Penhaligon Way near Essendon Pl,301299,0,2
1/03/2026,Surfside Buslines,753,South,Ron Penhaligon Way near Homebush Dr,301300,1,2
1/03/2026,Surfside Buslines,753,South,Ron Penhaligon Way near Markeri St,316770,1,7
1/03/2026,Surfside Buslines,753,North,Ron Penhaligon Way near Vaucluse Pl,301301,2,3
1/03/2026,Surfside Buslines,753,South,Scottsdale Dr near Reedy Creek Rd,301436,0,1
1/03/2026,Surfside Buslines,753,North,Stockland Burleigh Heads,300021,13,8
1/03/2026,Surfside Buslines,753,South,Stockland Burleigh Heads,300021,15,16
1/03/2026,Surfside Buslines,753,North,University Dr near Cottesloe Dr,301311,4,0
1/03/2026,Surfside Buslines,753,North,University Dr near Hillridge Cr,301456,4,1
1/03/2026,Surfside Buslines,753,South,University Dr near Shore Ave,301454,1,6
1/03/2026,Surfside Buslines,753,North,University Dr near Shore Ave,301310,3,2
1/03/2026,Surfside Buslines,753,South,University Dr near Varsity Pde,301455,2,1
1/03/2026,Surfside Buslines,753,North,Varsity Lakes station,300051,12,8
1/03/2026,Surfside Buslines,753,South,Varsity Lakes station,300051,19,4
1/03/2026,Surfside Buslines,753,North,Varsity Pde near University Dr,301457,5,1
1/03/2026,Surfside Buslines,753,South,Varsity Sound Ave near Azzurra Dr,318317,0,6
1/03/2026,Surfside Buslines,753,North,Varsity Sound Ave near Azzurra Dr,302284,1,0
1/03/2026,Surfside Buslines,753,South,West Burleigh Rd at Dunlin Drive,300200,1,0
1/03/2026,Surfside Buslines,753,North,West Burleigh Rd at Stanley Street,300184,5,0
1/03/2026,Surfside Buslines,753,South,,,0,10
1/03/2026,Surfside Buslines,753,North,,,0,26
1/03/2026,Surfside Buslines,754,North,Barrier Reef Dr near Deloraine Ct,300953,1,0
1/03/2026,Surfside Buslines,754,North,Barrier Reef Dr near Halborne Dr,300949,0,1
1/03/2026,Surfside Buslines,754,North,Barrier Reef Dr near Henning Ct,300950,4,1
1/03/2026,Surfside Buslines,754,South,Barrier Reef Dr near Normanby St,300945,0,5
1/03/2026,Surfside Buslines,754,North,Barrier Reef Dr near Orpheus Rd,300951,1,1
1/03/2026,Surfside Buslines,754,North,Barrier Reef Dr near Rio Vista Bvd,300952,1,1
1/03/2026,Surfside Buslines,754,South,Barrier Reef Dr near Wild Duck Dr,300944,1,1
1/03/2026,Surfside Buslines,754,North,Bermuda St at Lake Orr,300597,3,2
1/03/2026,Surfside Buslines,754,South,Bermuda St at Lake Orr,300187,5,3
1/03/2026,Surfside Buslines,754,North,Broadbeach South station,320865,0,21
1/03/2026,Surfside Buslines,754,South,"Broadbeach South station, stop D",320863,23,0
1/03/2026,Surfside Buslines,754,South,Christine Ave at Bermuda Street,300189,0,7
1/03/2026,Surfside Buslines,754,North,Christine Ave at Bermuda Street,300601,12,3
1/03/2026,Surfside Buslines,754,South,Christine Ave at Silvabank Drive,300598,1,1
1/03/2026,Surfside Buslines,754,North,Christine Ave at Silvabank Drive,300600,1,0
1/03/2026,Surfside Buslines,754,South,Classic Way at Treetops Plaza,319288,8,9
1/03/2026,Surfside Buslines,754,North,Classic Way at Treetops Plaza,300197,9,6
1/03/2026,Surfside Buslines,754,South,Coolibah Cr near Willow St,319287,4,3
1/03/2026,Surfside Buslines,754,North,Coolibah Cr near Willow St,301443,2,1
1/03/2026,Surfside Buslines,754,North,Cottesloe Dr near Bermuda St,300954,0,2
1/03/2026,Surfside Buslines,754,South,Cottesloe Dr near Kirup St,300955,1,0
1/03/2026,Surfside Buslines,754,North,Cumberland Dr near Silvabank Dr,301445,9,1
1/03/2026,Surfside Buslines,754,South,Cumberland Dr near Yodelay St,301446,1,1
1/03/2026,Surfside Buslines,754,South,Currumbin Creek Rd near Bienvenue Dr,300784,0,1
1/03/2026,Surfside Buslines,754,North,Gold Coast Hwy at Burleigh Heads,321299,14,1
1/03/2026,Surfside Buslines,754,South,Gold Coast Hwy at Burleigh Heads,300018,6,31
1/03/2026,Surfside Buslines,754,North,Markeri St near Rumrunner St,300965,1,0
1/03/2026,Surfside Buslines,754,South,Markeri St near Sunshine Bvd,300962,1,6
1/03/2026,Surfside Buslines,754,South,Mattocks Rd at Viburnum Street,300709,3,0
1/03/2026,Surfside Buslines,754,South,Nineteenth Ave at Angelica Street,300837,0,1
1/03/2026,Surfside Buslines,754,South,Nineteenth Ave near Coolibah Dr,301163,0,1
1/03/2026,Surfside Buslines,754,South,Nineteenth Ave near Mallawa Dr,301164,0,1
1/03/2026,Surfside Buslines,754,South,"Pacific Fair, stop A",319970,23,0
1/03/2026,Surfside Buslines,754,North,"Pacific Fair, stop B",319971,1,20
1/03/2026,Surfside Buslines,754,South,Rio Vista Bvd near Cottesloe Dr,300978,2,0
1/03/2026,Surfside Buslines,754,North,Rio Vista Bvd near Karabella Ct,300970,5,1
1/03/2026,Surfside Buslines,754,North,Stockland Burleigh Heads,300021,10,3
1/03/2026,Surfside Buslines,754,South,Stockland Burleigh Heads,300021,20,11
1/03/2026,Surfside Buslines,754,South,Sunshine Bvd at Bordeaux Street,300347,1,0
1/03/2026,Surfside Buslines,754,North,Sunshine Bvd at Gooding Park,300350,1,0
1/03/2026,Surfside Buslines,754,South,Sunshine Bvd at Lindon Park,300349,2,1
1/03/2026,Surfside Buslines,754,North,Sunshine Bvd near Markeri St,300985,3,0
1/03/2026,Surfside Buslines,754,South,"The Pines Shopping Centre, stop A",320931,0,1
1/03/2026,Surfside Buslines,754,South,Townson Ave near Boodera St,301182,0,1
1/03/2026,Surfside Buslines,754,North,Willow St near Eucalyptus Ave,301461,0,1
1/03/2026,Surfside Buslines,754,South,Willow St near Wattle St,301462,4,1
1/03/2026,Surfside Buslines,754,North,Yodelay St at Tracey Crescent,301466,7,0
1/03/2026,Surfside Buslines,754,South,Yodelay St near Babu St,301465,1,4
1/03/2026,Surfside Buslines,754,South,Yodelay St near Gainborough Dr,301463,1,3
1/03/2026,Surfside Buslines,754,North,,,0,19
1/03/2026,Surfside Buslines,754,South,,,0,15
1/03/2026,Surfside Buslines,760,South,Cahill Street,300007,2,4
1/03/2026,Surfside Buslines,760,North,Christine Ave at Goldwater Drive,301268,3,5
1/03/2026,Surfside Buslines,760,North,Christine Ave at Konda Way,301267,5,4
1/03/2026,Surfside Buslines,760,South,Christine Ave at Konda Way,301270,6,0
1/03/2026,Surfside Buslines,760,South,Christine Ave at Olympus Drive,301269,2,1
1/03/2026,Surfside Buslines,760,North,Christine Ave at Scottsdale Drive,320126,0,2
1/03/2026,Surfside Buslines,760,North,Christine Ave at The Crestway,321504,3,9
1/03/2026,Surfside Buslines,760,South,Christine Ave at The Crestway,321505,28,4
1/03/2026,Surfside Buslines,760,North,Coolangatta Central,300217,44,5
1/03/2026,Surfside Buslines,760,South,Coolangatta Central,300218,2,32
1/03/2026,Surfside Buslines,760,North,Currumbin Wildlife Sanctuary,300024,31,6
1/03/2026,Surfside Buslines,760,South,Currumbin Wildlife Sanctuary,300248,7,27
1/03/2026,Surfside Buslines,760,North,Gold Coast Airport,300008,89,33
1/03/2026,Surfside Buslines,760,South,Gold Coast Airport,300008,39,34
1/03/2026,Surfside Buslines,760,North,Gold Coast Hwy at Currumbin Hill,300243,1,0
1/03/2026,Surfside Buslines,760,South,Gold Coast Hwy at Currumbin Hill,300242,0,2
1/03/2026,Surfside Buslines,760,North,Gold Coast Hwy at Thrower Drive,300433,7,5
1/03/2026,Surfside Buslines,760,South,Gold Coast Hwy at Thrower Drive,300432,5,4
1/03/2026,Surfside Buslines,760,North,Golden Four Dr at Bilinga Beach,300124,7,1
1/03/2026,Surfside Buslines,760,South,Golden Four Dr at Bilinga Beach,300132,0,3
1/03/2026,Surfside Buslines,760,South,Golden Four Dr at Bilinga Beach SLSC,300127,5,1
1/03/2026,Surfside Buslines,760,North,Golden Four Dr at George Street,300122,5,7
1/03/2026,Surfside Buslines,760,South,Golden Four Dr at George Street,300129,4,8
1/03/2026,Surfside Buslines,760,South,Golden Four Dr at Shell Street,300581,3,13
1/03/2026,Surfside Buslines,760,North,Golden Four Dr at Shell Street,300580,5,1
1/03/2026,Surfside Buslines,760,South,Golden Four Dr at Short Street,300578,0,1
1/03/2026,Surfside Buslines,760,North,Golden Four Dr at Short Street,300578,5,1
1/03/2026,Surfside Buslines,760,South,Golden Four Dr at Short Street,300126,3,5
1/03/2026,Surfside Buslines,760,North,Golden Four Dr at Tugun Beach shops,300585,6,5
1/03/2026,Surfside Buslines,760,South,Golden Four Dr at Tugun Beach shops,300584,11,10
1/03/2026,Surfside Buslines,760,South,Golden Four Drive at St Monica's Catholic Church,300583,1,6
1/03/2026,Surfside Buslines,760,North,Golden Four Drive at St Monica's Catholic Church,300586,4,1
1/03/2026,Surfside Buslines,760,South,Griffith St at Coolangatta East,300219,0,16
1/03/2026,Surfside Buslines,760,North,Griffith St at Coolangatta East,300216,16,1
1/03/2026,Surfside Buslines,760,North,Johnston Street,300006,2,1
1/03/2026,Surfside Buslines,760,South,KP McGrath Dr at Elanora State School,300251,1,0
1/03/2026,Surfside Buslines,760,North,KP McGrath Dr at Elanora State School,300252,3,2
1/03/2026,Surfside Buslines,760,South,KP McGrath Dr at Murtha Drive,300826,0,3
1/03/2026,Surfside Buslines,760,South,KP McGrath Dr at Seaview Parade,300825,2,5
1/03/2026,Surfside Buslines,760,North,KP McGrath Dr near Angelica St,317721,8,0
1/03/2026,Surfside Buslines,760,South,KP McGrath Dr near Exmouth Cr,317722,2,6
1/03/2026,Surfside Buslines,760,North,KP McGrath Dr near Murtha Dr,300827,0,1
1/03/2026,Surfside Buslines,760,North,KP McGrath Dr near Seaview Pde,300828,7,3
1/03/2026,Surfside Buslines,760,South,Marine Pde at Kirra Beach,300222,1,10
1/03/2026,Surfside Buslines,760,North,Marine Pde at Kirra Beach,300220,4,0
1/03/2026,Surfside Buslines,760,North,Marine Pde at Kirra Beach Hotel,300221,2,0
1/03/2026,Surfside Buslines,760,South,McLean St at Queen Elizabeth Park,300223,0,19
1/03/2026,Surfside Buslines,760,North,Musgrave St at Coyne Street,300225,2,2
1/03/2026,Surfside Buslines,760,South,Musgrave St at Coyne Street,300226,2,5
1/03/2026,Surfside Buslines,760,North,Musgrave St at Kirra shops,300224,23,4
1/03/2026,Surfside Buslines,760,South,Musgrave St at Kirra shops,300227,13,13
1/03/2026,Surfside Buslines,760,North,Old Coach Rd near Bridgman Dr,318940,3,5
1/03/2026,Surfside Buslines,760,North,Palm Beach Currumbin High School,300438,4,3
1/03/2026,Surfside Buslines,760,South,Palm Beach Currumbin High School,300437,4,1
1/03/2026,Surfside Buslines,760,North,Robina Town Centre,300041,0,46
1/03/2026,Surfside Buslines,760,South,Robina Town Centre,300042,66,0
1/03/2026,Surfside Buslines,760,North,Robina Town Centre,300042,0,2
1/03/2026,Surfside Buslines,760,South,Sarawak Ave at Salk Oval,300435,6,7
1/03/2026,Surfside Buslines,760,North,Sarawak Ave at Salk Oval,300436,1,4
1/03/2026,Surfside Buslines,760,North,Teemangum St at Kropp Park,300590,4,3
1/03/2026,Surfside Buslines,760,South,Teemangum St at Kropp Park,300589,4,0
1/03/2026,Surfside Buslines,760,South,"The Pines Shopping Centre, stop A",320931,44,22
1/03/2026,Surfside Buslines,760,North,"The Pines Shopping Centre, stop B",320932,40,43
1/03/2026,Surfside Buslines,760,South,Thrower Dr near Luzon Pde,301180,0,5
1/03/2026,Surfside Buslines,760,North,Thrower Dr near Luzon Pde,301181,12,2
1/03/2026,Surfside Buslines,760,North,Twin Towns Services Club,300052,16,2
1/03/2026,Surfside Buslines,760,South,Twin Towns Services Club,300052,0,1
1/03/2026,Surfside Buslines,760,North,Varsity Lakes,600247,0,3
1/03/2026,Surfside Buslines,760,North,Varsity Lakes station,300051,18,152
1/03/2026,Surfside Buslines,760,South,Varsity Lakes station,300051,128,14
1/03/2026,Surfside Buslines,760,South,Varsity Sound Ave near Azzurra Dr,318317,2,1
1/03/2026,Surfside Buslines,760,North,Varsity Sound Ave near Azzurra Dr,302284,3,5
1/03/2026,Surfside Buslines,760,North,Wharf St at Tweed Heads,300002,45,4
1/03/2026,Surfside Buslines,760,South,Wharf St at Tweed Mall,300003,1,25
1/03/2026,Surfside Buslines,760,North,,,0,55
1/03/2026,Surfside Buslines,760,South,,,0,86
1/03/2026,Surfside Buslines,765,South,Burleigh Heads National Park,300177,11,12
1/03/2026,Surfside Buslines,765,North,Burleigh Heads National Park,300178,9,4
1/03/2026,Surfside Buslines,765,North,Burleigh Heads Primary School,300017,20,6
1/03/2026,Surfside Buslines,765,North,Christine Ave at Barbet Place,300194,4,7
1/03/2026,Surfside Buslines,765,North,Christine Ave at Bermuda Street,300189,16,17
1/03/2026,Surfside Buslines,765,South,Christine Ave at Bermuda Street,300601,27,21
1/03/2026,Surfside Buslines,765,North,Christine Ave at Burleigh Waters Library,300195,10,10
1/03/2026,Surfside Buslines,765,South,Christine Ave at Burleigh Waters Library,300188,16,5
1/03/2026,Surfside Buslines,765,South,Christine Ave at Caningeraba State School,300190,10,4
